-84.92,44.48,2.87,1.67
-87.06,43.53,1.39,0.23
-86.88,44.69,-1.74,-2.54
-86.50,46.28,0.99,-0.63
-89.19,46.69,4.39,-0.20
-90.72,47.38,-1.34,-1.17
-71.97,41.13,0.00,-0.04
-80.90,27.01,0.22,0.04
-113.06,42.05,0.09,0.08
-155.74,20.00,-0.01,0.04
-156.51,20.78,0.00,0.00
-157.10,21.08,-0.04,0.26
-118.52,65.85,2.15,1.22
-121.77,65.13,4.36,0.21
-123.82,65.73,-0.26,-1.41
-121.45,66.33,-4.48,0.22
-118.32,66.33,-1.77,-0.22
-117.81,63.16,-5.80,1.73
-111.99,62.51,-5.84,-0.42
-110.84,61.95,3.55,1.53
-115.65,61.19,6.06,0.00
-117.84,61.18,-1.67,0.02
-116.49,61.87,-1.04,-1.39
-117.72,63.28,3.49,-1.44
-120.03,63.97,1.13,0.06
-110.61,58.95,-3.41,-0.98
-106.52,59.17,-4.76,0.54
-103.35,57.81,-1.58,2.18
-102.19,57.72,-0.74,-2.01
-103.23,58.82,2.83,-0.18
-107.83,58.71,6.35,0.40
-111.67,58.56,1.35,-0.11
-99.25,51.17,1.01,-2.15
-99.69,51.86,-0.13,0.77
-99.22,50.93,-0.80,1.08
-97.26,52.12,0.48,-3.81
-98.09,53.48,1.19,1.09
-97.94,52.01,-1.50,1.84
-97.09,50.65,-0.21,0.89
-93.83,49.69,-3.02,-1.30
-93.23,49.91,1.82,0.87
-94.75,49.14,1.22,0.65
-79.81,56.05,-1.17,0.22
-79.78,56.01,1.12,-0.14
-103.58,58.59,0.04,0.02
-102.07,58.06,0.51,-0.07
-102.05,58.08,-0.56,0.04
-99.90,56.47,-3.96,-1.36
-99.57,56.50,3.30,1.30
-101.55,55.80,0.66,0.11
-116.02,30.14,-2.54,4.68
-113.64,26.30,-2.22,3.00
-111.54,24.44,-1.98,0.73
-112.39,26.83,3.68,-5.52
-113.41,29.79,-1.65,-0.40
-111.07,27.96,-3.01,4.05
-107.59,23.94,-3.96,4.00
-103.85,19.91,-3.52,4.07
-98.92,16.91,-6.34,1.93
-93.98,15.46,-3.54,0.97
-87.73,19.38,-1.44,-3.91
-89.33,20.02,4.64,2.61
-94.31,19.55,5.31,-1.65
-97.31,23.02,0.69,-5.30
-89.48,13.39,-5.48,2.65
-84.88,10.36,-3.71,3.41
-81.48,8.70,-3.10,-0.09
-78.55,8.34,-2.76,0.80
-79.58,8.46,4.82,-1.03
-82.95,10.84,1.93,-3.73
-85.12,14.25,2.41,-3.10
-87.37,15.86,2.07,-0.12
-78.16,3.88,1.09,5.83
-79.72,-1.75,2.05,5.44
-78.47,-9.52,-4.56,10.10
-73.31,-16.66,-5.75,4.18
-70.56,-22.45,0.24,7.40
-71.06,-29.09,0.76,5.88
-72.41,-34.65,1.94,5.24
-73.22,-39.69,-0.32,4.84
-73.12,-44.10,0.11,3.98
-73.34,-47.07,0.35,1.96
-73.59,-49.80,0.15,3.51
-72.37,-52.72,-2.61,2.32
-70.10,-52.33,-1.92,-3.11
-68.33,-48.68,-1.63,-4.18
-65.50,-44.70,-4.02,-3.79
-62.81,-41.48,-1.35,-2.64
-59.63,-38.44,-5.02,-3.45
-55.14,-35.43,-3.95,-2.56
-52.22,-33.09,-1.91,-2.13
-49.71,-28.75,-3.10,-6.54
-44.44,-23.90,-7.43,-3.16
-39.80,-18.78,-1.85,-7.08
-36.74,-11.53,-4.28,-7.43
-38.28,-5.62,7.35,-4.39
-44.98,-2.63,6.07,-1.58
-48.23,-1.71,0.42,-0.27
-49.62,-0.79,2.37,-1.57
-52.64,2.69,3.66,-5.39
-57.53,6.86,6.12,-2.93
-62.39,9.10,3.60,-1.56
-67.48,10.26,6.59,-0.76
-70.88,11.27,0.19,-1.25
-73.62,10.32,5.29,3.13
-76.94,7.78,1.35,1.96
-67.65,-53.94,-2.98,2.29
-68.09,-54.98,3.85,-0.20
-70.28,-54.37,0.54,-1.03
-69.93,-53.33,-1.24,-1.04
-59.32,-51.56,0.06,-0.04
-58.60,-51.55,-0.10,0.01
-79.15,20.59,-10.49,1.71
-76.59,20.45,5.37,-1.45
-81.50,21.49,4.47,-0.62
-84.03,21.61,0.58,0.38
-67.00,17.92,0.09,0.06
-77.97,17.10,0.18,0.24
-72.17,18.53,-4.59,-0.91
-70.49,18.38,1.22,1.23
-72.78,17.81,3.35,-0.10
-85.53,72.35,0.51,2.78
-85.46,71.45,-0.66,-0.98
-84.94,72.45,-0.39,-1.02
-82.67,73.03,-4.13,-0.14
-79.53,72.65,-2.16,0.90
-76.94,72.38,-3.01,-0.35
-74.66,72.27,-1.55,0.57
-73.22,71.51,-1.33,0.94
-72.03,70.81,-1.07,0.47
-70.63,70.43,-1.71,0.28
-68.95,70.00,-1.66,0.58
-67.02,69.45,-2.21,0.52
-66.41,68.79,1.01,0.80
-65.50,68.03,-2.84,0.71
-63.29,67.18,-1.58,1.00
-62.78,66.00,0.57,1.35
-64.59,65.70,3.04,-0.75
-66.80,65.75,1.37,0.67
-65.77,64.28,-3.43,2.26
-65.31,63.20,2.53,-0.11
-67.81,62.80,2.46,0.93
-70.63,63.05,3.18,-1.44
-74.55,63.97,4.66,-0.40
-75.06,64.86,-3.63,-1.37
-71.67,66.09,-3.16,-1.10
-71.07,67.04,1.96,-0.80
-74.19,67.90,4.27,-0.92
-77.33,69.27,2.02,-1.81
-80.23,69.94,3.78,0.46
-84.88,69.91,5.52,-0.41
-88.66,70.78,2.04,-1.31
-87.48,72.59,-4.40,-2.31
-82.56,76.19,3.31,-0.18
-86.57,76.33,4.73,-0.10
-87.20,76.89,-3.47,-1.02
-85.45,77.67,-0.04,-0.53
-86.22,78.24,1.58,-0.61
-85.09,78.74,-3.84,-0.40
-84.02,79.44,1.70,-0.99
-83.10,79.88,-3.54,0.11
-78.80,80.37,-5.06,-1.10
-79.57,80.77,6.61,0.30
-82.73,80.89,-0.30,-0.54
-84.55,81.10,3.93,0.11
-87.94,81.13,2.85,-0.16
-89.91,81.29,1.09,-0.17
-89.87,81.62,-1.17,-0.48
-88.25,82.08,-2.07,-0.44
-83.86,82.17,-6.70,0.25
-80.34,82.30,-0.35,-0.50
-79.00,82.70,-2.33,-0.31
-76.67,82.95,-2.32,-0.19
-73.34,82.97,-4.33,0.15
-68.14,82.84,-6.08,0.12
-64.22,82.29,-1.76,0.98
-65.80,81.53,4.92,0.54
-68.86,80.80,1.20,0.92
-70.25,80.08,1.59,0.52
-72.72,79.64,3.35,0.36
-74.91,79.25,1.02,0.43
-75.45,78.97,0.06,0.11
-75.75,78.56,0.53,0.72
-78.34,77.74,4.65,0.92
-79.36,77.13,-2.59,0.30
-79.48,76.56,2.83,0.85
-92.68,73.41,-0.36,1.43
-93.69,72.93,2.39,-0.46
-93.92,73.65,-1.93,-0.98
-92.24,76.50,-5.12,0.91
-89.10,75.72,-1.16,0.64
-85.44,75.53,-6.16,-0.27
-80.88,75.16,-2.97,1.02
-82.77,74.44,6.76,0.43
-88.93,74.58,5.55,-0.72
-93.65,75.92,3.90,-1.97
-95.23,76.94,-0.73,-0.05
-98.92,73.32,-2.07,0.84
-98.09,72.02,0.39,1.77
-100.16,72.03,3.76,-1.79
-101.69,73.03,-0.70,-0.22
-100.52,73.37,-1.65,-0.45
-106.09,72.13,-2.99,2.23
-103.15,70.29,-2.88,1.46
-102.89,69.09,2.36,0.94
-105.34,68.87,2.54,-0.50
-110.35,69.09,7.48,0.07
-113.99,69.59,-0.20,-1.07
-114.88,70.22,1.99,-0.20
-115.99,70.82,0.22,-1.00
-116.78,71.90,1.35,-1.16
-115.49,72.46,-3.92,0.04
-111.69,72.34,-3.69,0.20
-108.23,71.97,-3.22,0.53
-107.03,72.38,0.81,-1.33
-119.66,73.41,-2.59,1.76
-120.72,71.86,4.69,1.35
-123.23,72.47,0.34,-2.59
-122.17,74.02,-2.47,-0.50
-107.54,76.14,-2.58,1.20
-106.66,75.16,0.83,0.76
-110.03,74.47,5.91,0.62
-112.63,74.57,-0.71,-0.83
-114.16,75.16,3.76,-0.34
-115.66,75.77,-0.77,-0.87
-113.11,75.88,-4.32,0.64
-110.36,75.94,-1.18,-0.75
-109.29,76.50,-0.95,-0.39
-116.90,76.88,2.40,1.16
-119.61,76.34,3.03,-0.07
-118.59,76.83,-5.09,-0.91
-111.19,77.77,2.35,0.18
-111.16,77.77,-2.40,-0.18
-110.90,78.25,2.60,0.47
-110.90,78.25,-2.60,-0.47
-98.54,75.96,1.34,1.30
-100.03,75.45,1.65,-0.29
-100.13,75.93,-1.46,-0.66
-98.59,76.43,-1.61,-0.34
-94.69,75.53,-0.06,0.01
-101.64,78.28,-4.91,1.47
-101.20,77.81,4.03,-0.54
-103.76,78.52,1.08,-0.87
-93.74,77.52,0.00,0.00
-96.89,78.13,0.03,0.73
-96.92,78.12,0.03,-0.71
-83.13,64.86,-3.11,1.97
-83.29,63.41,3.42,0.91
-84.81,64.33,-0.37,-2.75
-81.93,62.69,0.17,0.12
-79.88,62.12,0.00,0.00
-44.41,60.28,1.76,-0.78
-46.60,60.75,2.62,-0.16
-48.91,61.62,1.99,-1.58
-50.30,63.41,0.81,-2.01
-51.05,64.68,0.68,-0.52
-52.17,65.52,1.57,-1.15
-53.29,66.64,0.66,-1.10
-53.56,67.35,-0.11,-0.32
-52.67,68.08,-1.67,-1.14
-52.02,69.33,0.35,-1.35
-52.02,70.52,-0.34,-1.03
-53.63,71.22,3.56,-0.38
-55.02,72.19,-0.78,-1.56
-55.80,73.84,2.35,-1.73
-59.47,75.40,4.97,-1.39
-64.16,75.96,4.43,0.26
-68.75,76.41,4.75,-1.17
-68.97,77.30,-4.32,-0.60
-68.80,77.69,3.97,-0.18
-67.87,78.74,-5.82,-1.92
-64.17,80.43,-1.58,-1.46
-60.14,81.66,-6.49,-1.01
-52.53,82.16,-8.71,0.02
-45.13,82.44,-6.10,-0.59
-40.05,83.14,-4.06,-0.80
-30.99,83.24,-14.06,0.60
-24.96,82.45,2.01,0.97
-25.98,81.31,0.02,1.33
-19.78,80.81,-12.42,-0.33
-15.09,80.56,3.03,0.81
-18.21,79.49,3.22,1.34
-19.31,78.18,-1.02,1.28
-20.39,77.00,3.18,1.08
-21.34,75.79,-1.29,1.34
-21.23,74.76,1.09,0.72
-22.94,74.05,2.32,0.71
-25.32,73.38,2.44,0.61
-25.59,72.88,-1.91,0.39
-23.23,72.19,-2.79,1.00
-23.23,71.47,2.78,0.45
-25.89,71.06,2.54,0.35
-27.19,70.44,0.05,0.89
-25.66,69.67,-3.11,0.65
-26.23,68.89,4.25,0.92
-30.41,68.50,4.13,-0.13
-33.87,67.41,2.78,2.30
-36.58,66.08,2.64,0.36
-38.97,65.45,2.14,0.90
-40.27,64.52,0.45,0.96
-41.25,63.59,1.52,0.90
-42.45,62.14,0.87,1.99
-42.98,60.61,0.21,1.08
-43.33,59.98,0.47,0.17
-15.79,65.35,-0.94,2.12
-17.73,63.88,4.82,0.82
-20.95,63.84,1.62,-0.74
-21.55,64.59,-0.43,-0.76
-22.18,65.30,1.71,-0.65
-22.40,65.94,-1.28,-0.64
-20.27,66.19,-2.99,0.14
-17.50,66.23,-2.54,-0.23
-0.57,53.20,2.27,-3.47
-2.56,56.23,1.70,-2.58
-4.42,57.83,2.01,-0.62
-5.59,56.87,0.35,2.55
-4.62,55.20,-2.29,0.77
-4.08,53.85,1.20,1.94
-3.68,52.23,-2.00,1.30
-3.24,50.83,1.12,1.50
-1.27,50.61,-5.06,-1.06
0.96,51.27,0.61,-0.27
-8.57,54.19,2.80,1.44
-9.25,52.61,-1.45,1.71
-7.11,53.27,-2.83,-3.03
-6.52,55.02,1.65,-0.46
-1.25,60.52,-0.16,0.28
-6.13,58.40,-0.09,0.08
-6.40,57.56,-0.14,0.04
-4.37,54.28,-0.14,0.19
-8.14,70.94,0.13,0.16
19.59,78.99,-5.34,1.06
19.56,77.44,5.40,2.05
16.43,76.90,0.86,-0.98
16.02,77.66,-0.03,-0.53
16.42,78.71,-0.78,-1.58
15.38,79.26,-1.34,0.28
15.04,78.46,2.03,1.32
13.79,78.13,0.46,-0.66
13.10,78.86,0.93,-0.80
13.66,79.33,-2.05,-0.14
21.94,78.23,0.15,0.01
22.71,77.50,-2.34,0.49
22.70,77.47,2.35,-0.41
22.16,77.73,-1.26,-0.12
25.87,79.75,-4.74,0.43
24.55,79.24,7.39,0.60
19.93,79.14,1.85,-0.40
20.02,79.61,-2.05,-0.54
22.23,79.92,-2.36,-0.08
45.05,80.10,3.85,0.26
45.16,80.09,-4.05,-0.25
50.49,80.03,-0.12,0.31
49.16,79.87,2.78,0.02
49.11,80.00,-2.68,-0.28
61.79,80.18,0.00,0.00
64.67,80.64,0.81,0.10
64.70,80.64,-0.86,-0.09
-0.54,36.14,-9.19,-0.97
7.23,36.88,-6.34,-0.49
10.88,35.36,-0.96,3.51
15.73,31.86,-8.74,3.51
21.80,31.14,-3.39,-2.07
27.57,31.48,-8.16,1.37
33.70,27.27,-4.11,7.06
37.75,19.28,-3.99,8.92
41.34,13.08,-3.18,3.48
47.23,11.39,-8.59,-0.11
50.67,9.22,1.70,4.46
46.48,3.19,6.69,7.61
41.14,-4.10,3.98,6.96
39.76,-10.39,-1.22,5.62
39.05,-15.69,2.63,4.97
36.53,-20.44,2.41,4.54
34.09,-25.43,2.49,5.44
29.67,-31.27,6.34,6.24
23.02,-34.95,6.95,1.12
18.52,-33.20,2.05,-4.63
14.87,-24.81,5.26,-12.13
13.07,-15.78,-1.65,-5.94
12.97,-9.18,1.84,-7.26
10.86,-2.71,2.38,-5.69
8.43,1.97,2.48,-3.65
4.46,4.59,5.45,-1.60
-1.51,4.99,6.51,0.80
-8.38,5.67,7.23,-2.16
-13.77,8.87,3.54,-4.23
-15.93,13.24,0.79,-4.52
-16.21,18.89,-0.23,-6.79
-14.50,24.70,-3.20,-4.83
-11.21,29.11,-3.38,-3.97
-7.46,33.34,-4.11,-4.49
33.59,-1.71,0.23,3.42
33.41,-1.81,0.14,-3.22
33.53,-0.10,-0.37,-0.20
49.29,-15.64,0.02,6.29
46.62,-22.14,5.33,6.71
44.16,-22.79,-0.42,-5.42
45.36,-18.20,-1.97,-3.77
47.12,-15.20,-1.57,-2.23
48.60,-13.29,-1.39,-1.58
34.13,32.80,-3.90,-4.45
34.30,35.60,3.55,-1.14
30.15,36.55,4.76,-0.77
27.14,38.06,1.26,-2.24
29.02,40.00,-5.03,-1.64
35.03,40.65,-6.99,0.34
39.44,41.83,-1.82,-2.69
40.12,44.81,0.47,-3.28
37.53,45.72,4.70,1.46
34.34,44.98,1.68,0.03
31.87,45.05,3.26,-0.18
29.47,43.31,1.54,3.66
27.62,40.66,2.15,1.64
25.09,39.76,2.93,0.17
23.71,38.51,-0.18,2.33
22.85,37.13,1.90,0.42
20.34,39.47,3.11,-5.10
16.66,43.17,4.27,-2.29
14.55,43.28,-0.06,2.06
16.45,40.91,-3.74,2.68
17.19,39.46,2.27,0.22
13.79,40.86,4.53,-3.01
9.20,42.72,4.65,-0.72
4.83,42.09,4.07,1.99
0.84,39.12,3.91,3.95
-3.68,36.92,5.13,0.44
-7.46,38.14,2.43,-2.87
-7.59,41.35,-2.16,-3.56
-3.67,44.34,-5.67,-2.42
-2.39,46.97,3.09,-2.85
-1.73,48.75,-4.41,-0.69
2.34,50.19,-3.72,-2.20
5.32,52.11,-2.24,-1.63
7.43,54.43,-1.98,-3.02
10.07,55.72,-3.30,0.45
11.73,54.58,-0.01,1.83
14.26,53.90,-5.05,-0.48
19.09,55.23,-4.62,-2.18
23.04,56.76,-3.27,-0.88
26.80,58.19,-4.27,-1.98
26.55,59.35,4.78,-0.34
23.12,61.09,2.09,-3.14
22.91,64.00,-1.69,-2.69
21.23,63.94,5.06,2.81
18.91,61.11,-0.41,2.87
18.75,59.11,0.71,1.13
16.87,57.13,3.06,2.81
13.54,56.91,3.60,-2.35
10.05,57.88,3.37,0.40
7.08,58.44,2.57,-1.52
6.59,60.03,-1.58,-1.66
7.45,61.36,-0.13,-1.00
8.56,62.42,-2.11,-1.13
11.49,64.22,-3.75,-2.47
14.41,66.29,-2.09,-1.66
17.00,67.87,-3.08,-1.50
20.43,69.13,-3.78,-1.02
23.55,69.91,-2.45,-0.53
25.35,69.98,-1.16,0.38
27.24,70.12,-2.63,-0.67
29.16,70.11,-1.19,0.70
31.79,69.44,-4.08,0.65
37.86,67.98,-8.07,2.26
38.52,66.55,6.76,0.60
34.22,66.16,1.84,0.18
34.38,65.11,-2.16,1.92
36.57,64.09,-2.22,0.12
39.70,64.06,-4.03,-0.06
43.25,64.84,-3.09,-1.49
44.83,66.87,-0.07,-2.58
45.39,67.50,-1.05,1.33
48.86,67.34,-5.87,-1.02
52.75,67.87,-1.91,-0.04
56.69,67.99,-5.98,-0.20
62.38,68.59,-5.39,-0.99
66.81,69.13,-3.49,-0.11
68.47,70.08,0.18,-1.78
70.70,71.30,-4.65,-0.65
73.41,69.96,-0.77,3.33
71.61,67.37,4.38,1.84
71.43,66.41,-4.01,0.09
75.47,67.36,-4.08,-2.00
79.12,67.55,-3.23,1.62
78.00,67.70,5.47,-1.93
75.19,70.23,0.16,-3.13
76.87,71.18,-3.51,1.24
78.53,71.23,0.19,-1.34
80.58,71.56,-4.29,0.67
83.48,70.63,-1.53,1.20
82.83,71.40,2.85,-2.73
83.95,73.39,-5.10,-1.25
87.09,74.40,-1.18,-0.77
88.97,75.00,-2.57,-0.45
67.18,76.16,2.30,1.09
62.56,74.87,6.93,1.51
57.01,73.57,4.18,1.08
55.80,73.56,-1.75,-1.07
57.62,74.59,-1.89,-0.99
61.21,75.48,-5.30,-0.78
66.03,76.28,-4.33,-0.83
55.66,71.48,-5.25,2.18
56.66,70.59,3.26,-0.39
54.23,71.52,1.59,-1.48
53.53,72.44,-0.19,-0.35
86.06,18.49,8.00,5.08
81.06,13.84,2.01,4.23
78.23,10.16,3.64,3.12
74.60,13.02,3.62,-8.83
72.41,18.71,0.77,-2.57
70.50,20.99,3.04,-1.99
66.80,23.20,4.36,-2.42
61.23,24.59,6.79,-0.36
55.47,25.48,4.72,-1.43
51.39,27.80,3.44,-3.21
50.31,27.28,-1.29,4.26
52.64,24.30,-3.37,1.71
56.68,23.01,-4.70,0.87
58.45,20.71,1.16,3.71
55.41,17.30,4.92,3.12
50.11,14.35,5.69,2.78
45.00,13.82,4.51,-1.72
41.34,17.14,2.82,-4.93
38.42,22.70,3.01,-6.17
35.11,27.12,3.62,-2.68
32.95,29.55,0.70,-2.17
51.97,45.61,0.49,1.77
52.14,43.27,-0.83,2.93
53.00,41.10,-0.87,1.40
53.83,39.13,-0.79,2.54
51.63,38.16,5.18,-0.59
48.61,40.61,0.87,-4.31
48.75,44.20,-1.16,-2.88
50.77,46.07,-2.89,-0.86
61.32,44.69,2.00,3.26
59.95,44.32,0.75,-2.52
60.75,45.95,-2.37,-0.75
76.92,45.28,5.25,1.68
76.46,45.11,-4.32,-1.35
79.14,45.93,-1.04,-0.28
76.77,41.91,0.08,0.10
34.88,35.00,0.54,0.31
34.89,35.01,-0.57,-0.33
24.07,35.12,-0.46,0.42
24.20,35.15,0.21,-0.48
14.50,37.89,2.07,0.00
14.50,37.89,-2.07,0.00
9.01,40.47,1.10,0.96
8.79,40.34,-0.66,-0.70
9.63,42.48,0.18,0.25
80.16,7.46,0.87,2.99
79.91,7.13,-0.37,-2.34
10.86,57.34,0.37,0.19
-77.95,24.45,0.06,0.45
-77.40,23.63,-0.43,-0.02
-75.48,24.22,-0.14,-0.18
-91.46,-0.22,0.12,0.09
-60.48,46.50,0.46,0.35
-63.67,49.45,-0.44,0.04
144.07,-13.47,-3.09,5.74
147.70,-19.21,-4.17,5.75
151.50,-24.45,-3.42,4.73
151.87,-31.00,2.69,8.37
148.06,-36.86,4.92,3.34
142.87,-38.11,5.47,-0.84
138.74,-36.23,2.79,-2.92
136.55,-34.67,1.58,-0.21
133.63,-32.95,4.26,-3.22
126.61,-32.49,9.78,2.31
118.67,-33.45,6.10,-0.40
114.86,-29.63,1.53,-7.24
114.48,-23.64,-0.79,-4.74
118.61,-19.70,-7.46,-3.14
123.83,-16.33,-2.98,-3.60
126.85,-14.71,-3.07,0.37
130.37,-13.16,-3.96,-3.48
134.25,-11.93,-3.81,1.01
137.12,-14.44,-1.91,4.02
140.16,-13.61,-4.18,-5.67
146.52,-41.41,-3.60,1.46
146.94,-42.45,2.75,0.63
146.02,-41.98,-0.90,-1.58
174.48,-35.88,-3.24,3.29
176.58,-38.51,-0.96,1.97
175.92,-38.76,2.29,-1.46
173.80,-36.15,1.94,-3.76
172.64,-42.17,-0.56,3.28
170.66,-44.97,4.51,2.32
169.33,-44.67,-1.85,-2.92
171.97,-42.08,-3.43,-2.27
146.89,-9.22,7.70,-1.92
140.76,-7.62,4.56,-1.29
135.21,-4.96,6.53,-4.03
131.43,-2.15,1.04,-1.59
132.64,-2.00,-3.47,1.29
137.81,-2.63,-6.86,-0.02
144.72,-5.38,-6.95,5.53
149.47,-9.21,-2.56,2.12
117.57,3.88,-0.66,6.25
115.90,-1.37,4.01,4.26
111.66,-2.16,4.45,-2.68
111.28,1.28,-3.69,-4.20
115.19,5.20,-4.11,-3.63
98.81,3.58,-7.01,4.35
104.17,-0.79,-3.71,4.38
103.75,-2.90,4.57,-0.17
98.33,1.46,6.26,-8.54
140.85,38.64,0.12,5.78
138.81,35.16,3.97,1.19
135.19,34.64,3.26,-0.16
133.03,35.06,1.07,-0.69
134.61,36.30,-4.24,-1.79
138.27,38.60,-3.09,-2.80
140.25,40.72,-0.86,-1.43
132.56,32.94,2.30,2.72
130.39,32.34,2.03,-1.52
131.64,33.73,-4.52,-1.27
143.00,44.21,-2.23,2.58
142.21,42.28,3.82,1.28
140.92,43.47,-1.23,-3.66
141.71,45.41,-0.36,-0.23
143.10,51.77,-1.07,5.17
142.81,47.53,1.65,3.31
141.95,48.37,0.07,-4.97
142.26,52.59,-0.68,-3.49
121.22,25.09,1.39,0.78
121.12,25.11,-1.17,-0.81
110.00,19.87,1.61,0.41
110.00,19.87,-1.61,-0.41
110.33,-6.94,-7.64,1.56
111.43,-7.80,5.44,0.17
107.61,-7.03,2.20,-1.73
164.22,-20.14,0.11,0.26
178.61,-17.04,0.00,0.00
179.40,-16.43,0.10,0.00
-172.58,-13.59,0.06,0.39
122.66,16.27,-0.79,4.81
121.89,13.83,2.32,0.06
120.58,15.12,0.30,-2.63
121.08,17.41,-1.29,-1.97
