#
# Word Count First Filename
#
85 2 10 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
90 1 193 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
a 139 19 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
ability 4 59 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
able 2 199 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
abnormally 1 545 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
about 3 28 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
above 4 99 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
abruptly 1 53 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
absence 1 254 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
academic 1 619 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
accepted 1 278 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
accidental 1 558 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
accompanied 1 280 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
accompany 1 95 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
accomplished 2 315 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
accurately 2 24 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
achieve 1 107 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
across 8 166 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
act 2 511 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
action 4 72 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
activated 2 74 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
activity 37 7 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
actor 1 19 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
actually 2 51 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
adaptive 1 618 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
add 1 382 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
added 3 449 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
adding 1 167 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
additional 1 468 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
adds 1 269 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
adopts 1 42 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
advantage 2 562 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
affect 1 316 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
affects 1 394 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
after 7 21 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
again 2 426 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
ago 1 247 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
agree 1 541 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
air 1 108 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
albeit 1 390 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
alerting 1 587 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
all 6 94 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
allow 1 345 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
almost 2 7 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
along 4 337 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
alongside 1 42 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
already 1 532 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
also 6 58 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
alter 2 220 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
altering 1 317 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
alternate 1 578 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
alternates 1 577 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
alternating 1 365 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
although 3 123 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
always 2 183 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
ambiguous 1 577 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
american 2 10 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
amplitude 21 188 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
amplitudes 2 466 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
an 35 13 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
analogy 2 45 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
analyzes 2 29 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
and 102 14 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
angeles 1 15 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
animal 8 68 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
animals 6 131 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
announcement 1 412 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
announcing 1 411 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
another 13 48 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
answer 1 373 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
answers 1 113 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
any 3 286 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
anywhere 1 515 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
apart 1 134 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
aperiodic 2 416 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
apparent 1 424 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
apparently 1 569 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
appear 1 608 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
applying 1 130 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
approach 2 38 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
are 49 25 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
area 2 83 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
areas 2 435 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
arise 2 25 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
arises 1 537 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
arousal 5 322 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
arouse 1 88 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
aroused 1 324 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
array 4 134 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
arrows 2 268 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
artificial 2 470 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
as 36 47 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
assemblies 4 389 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
assembly 17 241 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
assess 1 150 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
assigning 1 226 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
associated 4 227 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
association 1 230 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
associations 1 242 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
associative 1 452 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
assume 1 341 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
assumed 1 343 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
assumptions 1 344 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
at 32 12 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
attached 1 134 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
attack 1 89 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
attraction 1 515 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
attractor 5 508 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
attractors 2 508 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
automatically 1 536 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
avenues 1 274 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
average 3 203 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
axis 1 481 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
axon 6 162 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
axons 7 73 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
b 2 302 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
back 3 267 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
background 5 94 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
ball 1 515 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
banana 1 495 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
based 1 63 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
basic 1 177 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
basin 4 512 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
basis 2 601 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
bavaria 1 629 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
be 22 37 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
bear 1 228 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
beauty 1 45 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
because 10 108 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
become 8 72 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
becomes 1 522 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
been 7 68 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
before 2 133 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
begin 2 113 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
beginning 1 30 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
behave 1 132 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
behaved 1 502 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
behavior 10 51 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
behavioral 1 622 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
being 1 521 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
believe 2 241 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
beneath 1 142 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
berkeley 3 13 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
better 1 153 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
between 16 206 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
beyond 2 30 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
bifurcation 1 430 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
bifurcations 1 427 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
black 2 238 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
blake 1 607 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
blown 1 355 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
blue 1 483 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
body 1 160 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
both 12 32 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
bottom 1 514 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
bowl 2 515 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
brain 33 6 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
brains 2 603 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
branches 1 376 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
breathed 1 139 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
bring 1 228 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
bulb 35 74 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
bulbar 10 125 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
bulbwide 4 119 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
burst 14 185 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
bursts 12 196 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
but 14 51 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
by 53 3 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
c 1 303 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
calculates 1 165 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
california 3 13 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
call 4 24 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
called 12 73 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
can 10 41 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
cancel 1 383 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
cannot 2 36 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
captured 1 69 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
carried 2 35 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
carrier 14 202 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
carry 2 87 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
carrying 1 69 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
case 1 531 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
cat 1 303 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
catch 1 410 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
caused 1 144 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
cell 17 160 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
cells 10 72 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
cerebral 2 28 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
certain 2 157 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
change 4 411 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
changeability 1 56 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
changed 3 230 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
changes 8 166 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
chaos 19 51 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
chaotic 13 7 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
characteristic 2 56 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
chase 1 88 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
chemicals 3 282 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
chew 1 132 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
chief 1 559 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
choral 1 46 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
christine 1 621 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
circle 1 506 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
circles 1 532 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
circuits 1 366 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
circular 1 103 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
clarify 1 402 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
classic 1 93 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
cleansed 1 608 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
cleansing 1 609 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
clear 3 197 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
clearly 1 116 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
closed 1 265 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
closely 1 443 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
clue 1 424 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
clues 1 415 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
coaxed 1 468 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
cognition 1 628 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
coherent 2 395 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
coils 2 101 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
colleagues 2 64 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
collect 1 137 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
collections 2 52 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
collective 13 7 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
collectives 2 323 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
color 3 104 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
colored 2 464 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
colors 1 483 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
combined 1 84 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
combines 2 31 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
command 3 585 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
common 7 201 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
commuters 2 405 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
comparing 1 404 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
competition 1 541 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
complement 1 315 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
completed 1 14 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
complex 6 25 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
complexity 2 409 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
computer 2 98 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
computers 1 199 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
conceivably 1 555 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
concentrated 1 65 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
conceptually 1 129 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
conditioned 2 229 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
conditions 3 102 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
confer 2 295 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
confused 1 146 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
connect 1 249 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
connected 4 259 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
connections 2 434 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
conscious 1 6 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
consciousness 1 598 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
consensus 2 357 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
consistent 1 448 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
consistently 1 492 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
consisting 1 284 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
consists 2 244 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
constant 1 229 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
constantly 1 343 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
contained 2 458 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
contains 1 161 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
context 1 25 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
continually 1 563 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
continuously 1 155 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
contour 3 219 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
contours 2 465 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
contrast 1 411 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
contributed 1 275 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
contributing 1 543 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
control 1 430 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
controlled 3 125 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
conveyed 1 156 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
conveys 1 76 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
convincing 1 415 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
cooperation 1 381 $DEVISE_DAT/Physiology.txt $DEVISE_DAT/ShowWord.tcl
